pmid	doi	title	Hugo_Symbol
33941102	10.1186/s12885-021-08142-7	Normal and cancer fibroblasts differentially regulate TWIST1, TOX and cytokine gene expression in cutaneous T-cell lymphoma.	IL16
32735617	10.1371/journal.ppat.1008701	Interleukin 16 contributes to gammaherpesvirus pathogenesis by inhibiting viral reactivation.	IL16
28574850	10.18632/oncotarget.17959	Whole-exome sequencing identified genetic risk factors for asparaginase-related complications in childhood ALL patients.	IL16
24794807	10.3109/10428194.2014.919634	CCR4+T cell recruitment to the skin in mycosis fungoides: potential contributions by thymic stromal lymphopoietin and interleukin-16.	IL16
23893766	10.1002/jcp.24441	Regulation of cellular processes by interleukin-16 in homeostasis and cancer.	IL16
23297678	10.1111/sji.12026	Pro-IL-16 is associated with MHC class II-mediated negative regulation of mouse resting B cell activation through MAP kinases, NF-κB and Skp2-dependent p27kip regulation.	IL16
22080865	10.1172/JCI41769	Loss of nuclear pro-IL-16 facilitates cell cycle progression in human cutaneous T cell lymphoma.	IL16
21818556	10.1007/s00432-011-1017-x	Introduction of pro-interleukin-16 inhibits T-lymphoblastic leukemia growth in mice.	IL16
20878214	10.1007/s10875-010-9464-8	Interleukin-16 as a marker of Sézary syndrome onset and stage.	IL16
19066394	10.1182/blood-2008-04-153858	Organochlorine exposure, immune gene variation, and risk of non-Hodgkin lymphoma.	IL16
17577790	10.1080/10428190701268767	Serum levels of interleukin-16 in lymphoid malignancies.	IL16
16709867	10.4049/jimmunol.176.11.7051	Leukotriene A4 hydrolase expression in PEL cells is regulated at the transcriptional level and leads to increased leukotriene B4 production.	IL16
12769791	10.2174/1568005033481178	Current perspectives on cytokines for anti-retroviral therapy in AIDS related B-cell lymphomas.	IL16
11967309	10.1128/jvi.76.10.4919-4927.2002	Expression of transcription factor AML-2 (RUNX3, CBF(alpha)-3) is induced by Epstein-Barr virus EBNA-2 and correlates with the B-cell activation phenotype.	IL16
11298554	10.1046/j.1365-2133.2001.04150.x	Angioimmunoblastic lymphadenopathy-type peripheral T-cell lymphoma with cutaneous infiltration: report of a case and its gene expression profile.	IL16
11154979	10.1159/000039756	The cellular immune system of patients with acute leukemia and severe chemotherapy-induced leukopenia: characterization of T lymphocyte subsets responsive to IL-16 and IL-17.	IL16
11064099	10.1016/s0165-2478(00)00258-3	CXCR4 and CCR5 expression by H9 T-cells is downregulated by a peptide-nucleic acid immunomodulator.	IL16
10949545	10.1034/j.1600-0625.2000.009004248.x	IL-15 and IL-16 overexpression in cutaneous T-cell lymphomas: stage-dependent increase in mycosis fungoides progression.	IL16
10692046	10.1046/j.1365-2567.2000.00959.x	Human B-cell lines constitutively express and secrete interleukin-16.	IL16
10504456	10.1046/j.1523-1747.1999.00717.x	Expression of the CD4+ cell-specific chemoattractant interleukin-16 in mycosis fungoides.	IL16
3286773		Functional analysis of mononuclear cells infiltrating into tumors. III. Soluble factors involved in the regulation of T lymphocyte infiltration into tumors.	IL16
17577790	10.1080/10428190701268767	Serum levels of interleukin-16 in lymphoid malignancies.	IL16
24794807	10.3109/10428194.2014.919634	CCR4+T cell recruitment to the skin in mycosis fungoides: potential contributions by thymic stromal lymphopoietin and interleukin-16.	IL16
20878214	10.1007/s10875-010-9464-8	Interleukin-16 as a marker of Sézary syndrome onset and stage.	IL16
20802378	10.1097/FPC.0b013e32833deb16	A multiplex MALDI-TOF MS approach facilitates genotyping of DNA from formalin-fixed paraffin-embedded tumour specimens.	IL16
19066394	10.1182/blood-2008-04-153858	Organochlorine exposure, immune gene variation, and risk of non-Hodgkin lymphoma.	IL16
18633131	10.1182/blood-2007-09-111658	Host immune gene polymorphisms in combination with clinical and demographic factors predict late survival in diffuse large B-cell lymphoma patients in the pre-rituximab era.	IL16
