pmid	doi	title	Hugo_Symbol
34461601	10.1016/j.ebiom.2021.103559	Loss of synergistic transcriptional feedback loops drives diverse B-cell cancers.	POU2F2
33512466	10.1182/blood.2020010175	OBF1 and Oct factors control the germinal center transcriptional program.	POU2F2
27009953	10.1128/JVI.00239-16	HCF1 and OCT2 Cooperate with EBNA1 To Enhance OriP-Dependent Transcription and Episome Maintenance of Latent Epstein-Barr Virus.	POU2F2
26993806	10.1073/pnas.1600557113	Regulation of normal B-cell differentiation and malignant B-cell survival by OCT2.	POU2F2
25765478	10.1186/s12864-015-1303-0	Genome-wide comparison of PU.1 and Spi-B binding sites in a mouse B lymphoma cell line.	POU2F2
24435047	10.1182/blood-2013-05-500264	Mutations in linker histone genes HIST1H1 B, C, D, and E; OCT2 (POU2F2); IRF8; and ARID1A underlying the pathogenesis of follicular lymphoma.	POU2F2
24344258	10.1073/pnas.1321704111	Epstein-Barr virus nuclear antigen 3C binds to BATF/IRF4 or SPI1/IRF4 composite sites and recruits Sin3A to repress CDKN2A.	POU2F2
23292937	10.1073/pnas.1205299110	Genetic heterogeneity of diffuse large B-cell lymphoma.	POU2F2
22346751	10.1371/journal.ppat.1002516	The B-cell specific transcription factor, Oct-2, promotes Epstein-Barr virus latency by inhibiting the viral immediate-early protein, BZLF1.	POU2F2
22158496	10.1700/989.10724	Immunohistochemical expression of Mum-1, Oct-2 and Bcl-6 in systemic anaplastic large cell lymphomas.	POU2F2
21424034		B-cell transcription factors Pax-5, Oct-2, BOB.1, Bcl-6, and MUM1 are useful markers for the diagnosis of nodular lymphocyte predominant Hodgkin lymphoma.	POU2F2
20141429	10.3109/10428191003592735	OCT-2 expression and OCT-2/BOB.1 co-expression predict prognosis in patients with newly diagnosed acute myeloid leukemia.	POU2F2
16186795	10.1038/sj.onc.1209127	Oct transcription factors mediate t(14;18) lymphoma cell survival by directly regulating bcl-2 expression.	POU2F2
15796964	10.1016/j.cancergencyto.2004.09.005	Alterations of loci encoding PU.1, BOB1, and OCT2 transcription regulators do not correlate with their suppressed expression in Hodgkin lymphoma.	POU2F2
15257313	10.1038/modpathol.3800227	Analysis of transcription factor OCT.1, OCT.2 and BOB.1 expression using tissue arrays in classical Hodgkin's lymphoma.	POU2F2
14707079	10.4049/jimmunol.172.2.1054	NF-kappa B and Oct-2 synergize to activate the human 3' Igh hs4 enhancer in B cells.	POU2F2
14662861	10.4049/jimmunol.171.12.6589	Critical role for the Oct-2/OCA-B partnership in Ig-secreting cells.	POU2F2
14608905	10.1309/YCH8-DWUF-FQBK-GPVB	The B-cell transcription factors BSAP, Oct-2, and BOB.1 and the pan-B-cell markers CD20, CD22, and CD79a are useful in the differential diagnosis of classic Hodgkin lymphoma.	POU2F2
12848851	10.1046/j.0818-9641.2003.01172.x	Knockout B lymphoma cell lines as biochemical tools to explore multiple signalling pathways.	POU2F2
12647220	10.1007/s00428-002-0735-5	Expression patterns of transcription factors in progressively transformed germinal centers and Hodgkin lymphoma.	POU2F2
12598320	10.1016/S0002-9440(10)63882-5	Expression of B-lymphocyte-associated transcription factors in human T-cell neoplasms.	POU2F2
12592383	10.1038/sj.onc.1206270	Disruption of the B-cell specific transcriptional program in HHV-8 associated primary effusion lymphoma cell lines.	POU2F2
12507907	10.1016/s0002-9440(10)63815-1	Primary mediastinal B-cell lymphoma: high frequency of BCL-6 mutations and consistent expression of the transcription factors OCT-2, BOB.1, and PU.1 in the absence of immunoglobulins.	POU2F2
11929801	10.1182/blood.v99.8.3060	Loss of PU.1 expression is associated with defective immunoglobulin transcription in Hodgkin and Reed-Sternberg cells of classical Hodgkin disease.	POU2F2
11696441	10.1016/S0002-9440(10)63027-1	The transcription factor PU.1, necessary for B-cell development is expressed in lymphocyte predominance, but not classical Hodgkin's disease.	POU2F2
11280769		Oct-2 and Bob-1 deficiency in Hodgkin and Reed Sternberg cells.	POU2F2
11154228	10.1182/blood.v97.2.496	Down-regulation of BOB.1/OBF.1 and Oct2 in classical Hodgkin disease but not in lymphocyte predominant Hodgkin disease correlates with immunoglobulin transcription.	POU2F2
10727398		Phosphorylation of Oct-2 at sites located in the POU domain induces differential down-regulation of Oct-2 DNA-binding ability.	POU2F2
9925930	10.1159/000015128	Transcription factor effects on chromosome constitution of cell hybrids.	POU2F2
8639794		High-level nuclear NF-kappa B and Oct-2 is a common feature of cultured Hodgkin/Reed-Sternberg cells.	POU2F2
8537118	10.1007/BF00186600	The function of the octamer-binding site in the DRA promoter.	POU2F2
7486513	10.1111/j.1749-6632.1995.tb55817.x	Role of Oct-2 in immunoglobulin gene silencing.	POU2F2
7868225	10.1128/iai.63.3.1040-1046.1995	Diphosphoryl lipid A from Rhodobacter sphaeroides transiently activates NF-kappa B but inhibits lipopolysaccharide induction of kappa light chain and Oct-2 in the B-cell lymphoma line 70Z/3.	POU2F2
7813434	10.1002/j.1460-2075.1994.tb06942.x	Transformation by homeobox genes can be mediated by selective transcriptional repression.	POU2F2
7600290	10.1016/1074-7613(94)90034-5	Constitutively expressed Oct-2 prevents immunoglobulin gene silencing in myeloma x T cell hybrids.	POU2F2
8121549		Primary brain tumors differ in their expression of octamer deoxyribonucleic acid-binding transcription factors from long-term cultured glioma cell lines.	POU2F2
8039828	10.1007/BF00167080	Two different IFN-gamma nonresponsive variants derived from the B-cell lymphoma 70Z/3.	POU2F2
1937571		Differentiation of human B-cell malignant lymphomas is independent of the octamer lymphoid specific binding factor (Oct-2).	POU2F2
1689272	10.1007/BF00661216	1.3E2, a variant of the B lymphoma 70Z/3, defective in activation of NF-kappa B and OTF-2.	POU2F2
33512466	10.1182/blood.2020010175	OBF1 and Oct factors control the germinal center transcriptional program.	POU2F2
24435047	10.1182/blood-2013-05-500264	Mutations in linker histone genes HIST1H1 B, C, D, and E; OCT2 (POU2F2); IRF8; and ARID1A underlying the pathogenesis of follicular lymphoma.	POU2F2
22158496	10.1700/989.10724	Immunohistochemical expression of Mum-1, Oct-2 and Bcl-6 in systemic anaplastic large cell lymphomas.	POU2F2
21424034		B-cell transcription factors Pax-5, Oct-2, BOB.1, Bcl-6, and MUM1 are useful markers for the diagnosis of nodular lymphocyte predominant Hodgkin lymphoma.	POU2F2
18695675	10.1038/onc.2008.286	Functional long-range interactions of the IgH 3' enhancers with the bcl-2 promoter region in t(14;18) lymphoma cells.	POU2F2
15796964	10.1016/j.cancergencyto.2004.09.005	Alterations of loci encoding PU.1, BOB1, and OCT2 transcription regulators do not correlate with their suppressed expression in Hodgkin lymphoma.	POU2F2
14707079	10.4049/jimmunol.172.2.1054	NF-kappa B and Oct-2 synergize to activate the human 3' Igh hs4 enhancer in B cells.	POU2F2
14662861	10.4049/jimmunol.171.12.6589	Critical role for the Oct-2/OCA-B partnership in Ig-secreting cells.	POU2F2
